Diet_type;Recipe_name;Cuisine_type;Protein_g;Carbs_g;Fat_g;Extraction_day;Extraction_time
vegan;Japanese Pancakes (Okonomiyaki) recipes;american;2762;11094;3507;16/10/2022;20:06:52
vegan;Spiced Coconut Lentil Soup recipes;south american;5677;1573;6875;16/10/2022;20:06:52
vegan;Veggie Kebabs With Vegan Pesto Sauce;american;10745;10338;22245;16/10/2022;20:06:52
vegan;Aromatic Coconut Rice recipes;indian;3506;34277;6942;16/10/2022;20:06:59
vegan;Fruit & nut butternut squash quinoa;south american;7926;30807;13158;16/10/2022;20:06:59
vegan;Slow-Cooker Vegan Lentil Curry;american;11209;40852;184;16/10/2022;20:06:59
vegan;Instant-Pot Vegan Cauliflower Queso;american;2768;5925;1802;16/10/2022;20:06:59
vegan;Vegan Pumpkin Pecan Pie recipes;american;8498;4394;27426;16/10/2022;20:06:59
vegan;Vegan Carrot Spice Muffins recipes;american;523;44344;4722;16/10/2022;20:06:59
vegan;5 Minute Vegan Pumpkin Soup recipes;american;3087;16845;4404;16/10/2022;20:06:59
vegan;Date parcels stuffed with frangipane and pomegranate;american;4598;51158;28524;16/10/2022;20:06:59
vegan;Vegan Coconut Banana Ice Cream recipes;american;1271;12744;8477;16/10/2022;20:06:59
vegan;Vegan Lentil Bolognese with Cashew Parmesan;american;11348;48233;3783;16/10/2022;20:06:59
vegan;Grilled Broccoli and Bread Salad with Pickled Shallots;american;4275;26375;1308;16/10/2022;20:06:59
vegan;Celeriac, hazelnut & truffle soup;french;5269;16876;11068;16/10/2022;20:06:59
vegan;Rice Spaghetti with Green Vegan Basil Pesto;american;1928;14113;6774;16/10/2022;20:06:59
vegan;Easy Vegan Garlic Scape Pesto recipes;american;8475;3382;11208;16/10/2022;20:06:59
vegan;Vegan Saffron-Almond Rice Pudding Recipe;british;4264;33611;4095;16/10/2022;20:07:05
vegan;The Best Vegan Mapo Tofu Recipe;asian;7535;6927;13684;16/10/2022;20:07:05
vegan;15-Minute Creamy Tomato Soup (Vegan) Recipe;american;275;12928;11619;16/10/2022;20:07:05
vegan;Eggless Salad;french;4276;3002;2553;16/10/2022;20:07:05
vegan;Mushroom, Zucchini, and Black Bean Enchiladas;south american;6931;32233;10683;16/10/2022;20:07:05
vegan;The Trifecta Burger;american;10555;9495;22709;16/10/2022;20:07:05
vegan;"King Oyster Mushroom ""BLT"" with Basil Mayonnaise recipes";american;2516;7874;5115;16/10/2022;20:07:05
vegan;Callaloo - Trinidadian (Vegan) Cream of Spinach;american;2333;5848;12579;16/10/2022;20:07:05
vegan;Crispy Fish 'n' Rainbow Chips;american;20323;15501;14644;16/10/2022;20:07:05
vegan;Naan;indian;7217;44277;694;16/10/2022;20:07:05
vegan;Chocolate-Covered Potato Chips with Coconut, Chile Powder, & Toasted Almonds;american;6569;37993;32743;16/10/2022;20:07:05
vegan;Vegan Coconut Zucchini Chocolate Chip Bread;american;4507;36482;23278;16/10/2022;20:07:05
vegan;Roasted Cauliflower and Almond Risotto;italian;7143;25583;11568;16/10/2022;20:07:05
vegan;Vegan Kale and White Bean Korma;american;11061;34448;4611;16/10/2022;20:07:05
vegan;Vegan Stovetop-Style Macaroni and Cheese Recipe;american;577;26411;15145;16/10/2022;20:07:12
vegan;Vegan Shiitake Miso Cleansing Soup recipes;american;3968;20263;948;16/10/2022;20:07:12
vegan;Salmon with Stone Fruit and Parmesan Salad;nordic;8702;4349;12255;16/10/2022;20:07:12
vegan;Vegan Caesar Salad with Polenta Croutons;american;7565;21909;5416;16/10/2022;20:07:12
vegan;Mango Rice with Mustard;indian;1861;17866;5156;16/10/2022;20:07:12
vegan;Satay sweet potato curry;south east asian;3005;15604;1075;16/10/2022;20:07:12
vegan;Bean & halloumi stew;french;5494;13387;7208;16/10/2022;20:07:12
vegan;Yellow Split-Pea Soup;french;11342;31322;1241;16/10/2022;20:07:12
vegan;Lamington babka - chocolate and coconut vegan brioche;american;6784;52026;13602;16/10/2022;20:07:12
vegan;(Absolutely not a Falafel) Vegan Lentil Falafel;american;4633;13373;236;16/10/2022;20:07:12
vegan;Vegan Lentil Bolognese with Cashew Parmesan;american;17099;54444;10564;16/10/2022;20:07:12
vegan;Spinach Fettuccine with Tangy Grilled Summer Squash;american;7987;40491;13208;16/10/2022;20:07:12
vegan;Spicy Vegan Dragon Noodle Salad Recipe;american;572;25509;9089;16/10/2022;20:07:12
vegan;Meal-Prep Vegan Moroccan Lettuce Wraps;american;18137;57253;5459;16/10/2022;20:07:12
vegan;Savory Vegan Chickpea Crêpes With Vegetable Ragout;american;4723;16233;3112;16/10/2022;20:07:19
vegan;Fudgy Brownies recipes;french;6179;60355;21547;16/10/2022;20:07:19
vegan;Papadums With Whipped Dal;indian;5586;13598;5881;16/10/2022;20:07:19
vegan;Oil-free Vegan Pesto Pasta Salad;american;3133;30387;4221;16/10/2022;20:07:19
vegan;Vegan Pasta Alfredo With Two Stroganoff Variations;american;7053;25429;3409;16/10/2022;20:07:19
vegan;Repair and Recover Vegan Chia Pudding recipes;british;847;2641;987;16/10/2022;20:07:19
vegan;Kimchi Udon Noodle Soup;asian;5559;16165;2436;16/10/2022;20:07:19
vegan;Orange Chocolate Vegan Cheese Cake recipes;american;7919;3987;47033;16/10/2022;20:07:19
vegan;Vegan Chocolate-Peanut Butter Pudding Cups;british;6549;34058;27116;16/10/2022;20:07:19
vegan;Creamy Vegan Linguine with Wild Mushrooms recipes;american;10278;37481;9103;16/10/2022;20:07:19
vegan;Shiny Happy Poppers;french;3206;20002;11551;16/10/2022;20:07:19
vegan;Spinach Dip;american;3078;4304;13201;16/10/2022;20:07:19
vegan;Vegan Salty Peanut Butter Ice Cream Recipe;american;7944;31067;35196;16/10/2022;20:07:19
vegan;Vegan Sweet Potato and Pumpkin Pudding Cups;british;1794;15404;7394;16/10/2022;20:07:19
vegan;Sticky toffee pear pudding;british;3894;97575;20675;16/10/2022;20:07:19
vegan;Foolproof Vegan Vanilla Coconut Ice Cream Recipe;american;2214;25366;21945;16/10/2022;20:07:26
vegan;KALE + EDAMAME DUMPLINGS w/ SIMPLE DIPPING SAUCE recipes;chinese;7492;36827;2284;16/10/2022;20:07:26
vegan;Vegan Quinoa-Stuffed Grilled Zucchini recipes;american;3615;10722;728;16/10/2022;20:07:26
vegan;Vegan, Gluten Free Butternut Squash Gratin;american;10445;27306;6221;16/10/2022;20:07:26
vegan;Vegan Toasted Coconut And Pistachio Ice Cream;american;1514;14393;10829;16/10/2022;20:07:26
vegan;Vegan Dark Chocolate-Avocado Cake recipes;american;7004;9569;29871;16/10/2022;20:07:26
vegan;Chana Masala Pockets with Tofu and Arugula;asian;21276;60953;10818;16/10/2022;20:07:26
vegan;Vegan Chocolate Cake with Creamy Chocolate Filling;american;8281;9426;26243;16/10/2022;20:07:26
vegan;Vegan Quinoa-Cranberry Stuffed Acorn Squash;american;4569;33978;6784;16/10/2022;20:07:26
vegan;Karina's Gluten-Free Pumpkin Pie With Praline And Coconut-Pecan Crust;american;4353;60447;34012;16/10/2022;20:07:26
vegan;Vegan Vanilla Bean Coconut Milk Ice Cream;american;172;15445;18078;16/10/2022;20:07:26
vegan;Strawberries with Pomegranate Molasses and Vegan Whip Cream;american;1629;20668;13438;16/10/2022;20:07:26
vegan;Vegan Wild-Rice-Stuffed Butternut Squash;american;371;30615;7766;16/10/2022;20:07:32
vegan;Vegan Seitan and Mushroom Ragù Bolognese Recipe;american;13282;11063;9964;16/10/2022;20:07:32
vegan;Mini Vegan Key Lime Icebox Pies;american;3473;31521;80139;16/10/2022;20:07:32
vegan;Foolproof Vegan Chocolate Coconut Ice Cream Recipe;american;2847;27183;22387;16/10/2022;20:07:32
vegan;Vegan Shepherd’s Pie with Gravy recipes;american;4283;36003;5461;16/10/2022;20:07:32
vegan;Recipe: Vegan Creamy Curried Cauliflower Soup;american;3273;9753;955;16/10/2022;20:07:32
vegan;Creamy Vegan Saag Paneer (With Tofu) Recipe;asian;5062;8139;6287;16/10/2022;20:07:32
vegan;Spiced Butternut Squash Lentil Soup (Vegan);american;6465;23609;3382;16/10/2022;20:07:32
vegan;Gluten-Free, Vegan Cranberry-Almond Tartlets;american;710;41803;17794;16/10/2022;20:07:32
vegan;Flying Tofu Wedges;asian;5697;2588;3772;16/10/2022;20:07:32
vegan;Vegan Quinoa, Broccoli, and Kale Curry Recipe;american;4254;16171;550;16/10/2022;20:07:32
vegan;Vegan Coconut, Lime, and Rum Ice Cream Recipe;american;222;25322;21946;16/10/2022;20:07:32
vegan;Easy Vegan Pressure-Cooker Miso Risotto Recipe;japanese;3737;3473;879;16/10/2022;20:07:32
vegan;Mak Kimchi;south east asian;1634;3604;192;16/10/2022;20:07:39
vegan;Amaretto-spiked Chocolate Mousse recipes;italian;5189;18864;9961;16/10/2022;20:07:39
vegan;"Easy Flaked Almond ""Tuna"" Salad recipes";american;3659;5097;865;16/10/2022;20:07:39
vegan;Southern Skillet Black-Eyed Peas with Quick Buttery Biscuits;mediterranean;8385;49726;30442;16/10/2022;20:07:39
vegan;Butternut, chestnut & lentil cake;south east asian;12325;62469;11328;16/10/2022;20:07:39
vegan;Pink Pasta - with a creamy vegan vegetable sauce;american;6396;3561;1677;16/10/2022;20:07:39
vegan;Garlic Potato Kale Cakes;central europe;3938;30121;4249;16/10/2022;20:07:39
vegan;Ultimate Vegan Lentil Walnut Loaf recipes;american;7655;33374;3263;16/10/2022;20:07:39
vegan;Homemade Baileys Irish Cream, made vegan. recipes;world;886;932;11782;16/10/2022;20:07:39
vegan;Vegan Potato, Pepper and Olive Phyllo Cups;mediterranean;6591;37392;9434;16/10/2022;20:07:39
vegan;Barbecued Tofu Burger;asian;6613;25953;4151;16/10/2022;20:07:46
vegan;5 Ingredient No Bake Vegan Date Squares recipes;american;10009;83104;17901;16/10/2022;20:07:46
vegan;Colin Quinn's Irish Lamb Stew recipes;british;2827;35137;34913;16/10/2022;20:07:46
vegan;Sweet Potato-Black Bean Burgers;american;7861;2998;6666;16/10/2022;20:07:46
vegan;Gluten- and Dairy-Free Pie Crust;american;1984;14662;11759;16/10/2022;20:07:46
vegan;Homemade Vegan Burgers That Don't Suck Recipe;american;11652;40838;17373;16/10/2022;20:07:46
vegan;Baked mini gluten free vegan vanilla donuts;american;674;20628;5141;16/10/2022;20:07:46
vegan;Dark Chocolate Cherry Walnut Truffles recipes;french;2978;21049;15254;16/10/2022;20:07:46
vegan;Vegan Beet Burgers with Sweet Chili Slaw;american;552;30388;5995;16/10/2022;20:07:46
vegan;Appetizer Recipe: Miso Sweet Potato Bites;japanese;2962;20676;423;16/10/2022;20:07:46
vegan;Vegan Snack Recipe: Toast with Hummus & Veggies;american;885;3392;48;16/10/2022;20:07:46
vegan;Vegan dal | Hidden veg red lentil dal;american;801;23531;774;16/10/2022;20:07:46
vegan;Vegan Olive Oil Cake w/Candied Rosemary;american;3973;68682;35254;16/10/2022;20:07:46
vegan;Red Lentil Soup with Lime;french;5351;16156;1946;16/10/2022;20:07:46
vegan;Our Favorite Chocolate Cake;american;2532;40854;10586;16/10/2022;20:07:46
vegan;Who Cares Vegan Mac and Cheese recipes;american;30366;68196;24527;16/10/2022;20:07:46
vegan;SEXY CARAMEL SLICE (RAW, VEGAN, XO) recipes;american;9961;81275;25602;16/10/2022;20:07:46
vegan;The Saint Jamez Benedict;american;6718;12642;16833;16/10/2022;20:07:46
vegan;Mexican Mushroom and Spinach Sandwich (Vegan Torta) Recipe;american;4797;18514;6694;16/10/2022;20:07:46
vegan;"Vegan Mushroom ""Jerky"" (Slow-Roasted Mushroom Strips)";american;667;3245;140;16/10/2022;20:07:53
vegan;Roasted Vegan Cauliflower Soup with Parsley-Chive Swirl;american;12549;26001;36716;16/10/2022;20:07:53
vegan;Vegan “Cream” Of Broccoli Soup With Leeks And Scallions;american;2764;11423;307;16/10/2022;20:07:53
vegan;Spaghetti and Soyballs;italian;12978;2823;8487;16/10/2022;20:07:53
vegan;Vegan Pumpkin Pie With Rustic Spelt Crust;american;5019;47024;15408;16/10/2022;20:07:53
vegan;Raw Chili recipes;american;7026;28492;9363;16/10/2022;20:07:53
vegan;Vegan Southern-Style Collard Greens With Mushrooms Recipe;american;5598;11589;16031;16/10/2022;20:07:53
vegan;Organic Lentil and Rice Stuffed Peppers;mediterranean;11569;34798;409;16/10/2022;20:07:53
vegan;Blender Sweet Potato Pie;south american;2034;25396;9865;16/10/2022;20:07:53
vegan;Vegan Hot and Sour Soup with Tofu recipes;american;8176;5377;8274;16/10/2022;20:07:53
vegan;Jackfruit Sloppy Joes;american;2471;27295;2666;16/10/2022;20:07:53
vegan;Plain Cake Donut;american;145;4044;7658;16/10/2022;20:07:53
vegan;Vegan Farro Risotto with Fennel, Peas and Greens;italian;4138;19032;7647;16/10/2022;20:07:53
vegan;Crisp Tofu and Thai Cucumber Raita;south east asian;2696;3441;4089;16/10/2022;20:07:53
vegan;CrisSpi Asian Tofu Sandwich;asian;1503;46412;11907;16/10/2022;20:07:53
vegan;Vegan Coconut-Lime Panna Cotta with Mango Jam;american;1771;15736;5427;16/10/2022;20:07:53
vegan;Asian Asparagus Salad With Peanuts and Mint Dressing [vegan];american;3541;10448;8424;16/10/2022;20:07:53
vegan;Vegan Kale and Black Sesame Sushi Bowl;japanese;3312;25851;4552;16/10/2022;20:07:59
vegan;Roasted Sweet Potato Salad with Candied Walnuts recipes;south american;1851;11715;6452;16/10/2022;20:07:59
vegan;Vegan Curry Butternut Squash Soup With Kale Recipe;american;3746;1633;5963;16/10/2022;20:07:59
vegan;Vegan Cream of Mushroom and Wild Rice Soup;american;4723;18397;6642;16/10/2022;20:07:59
vegan;Vegetarian Pasta Puttanesca;italian;5402;30341;7585;16/10/2022;20:07:59
vegan;Baked Yam Fries with Sriracha Hummus (Vegan + GF);american;3302;16941;4268;16/10/2022;20:07:59
vegan;Corn Soup with Tofu Larb;asian;8869;26757;775;16/10/2022;20:07:59
vegan;Tomato, pepper & bean one pot;mexican;16121;53146;2621;16/10/2022;20:07:59
vegan;THE BEST VEGAN CORN TACOS WITH BELL PEPPER AND CILANTRO;american;1999;14488;4158;16/10/2022;20:07:59
vegan;Basil Scalloped Tomatoes and Croutons recipes;american;4071;8313;4937;16/10/2022;20:07:59
vegan;Carrot, Pea, and Mint Salad Recipe;mediterranean;1722;7591;8292;16/10/2022;20:07:59
vegan;Beet and Citrus Salad With Pine Nut Vinaigrette Recipe;american;2474;15671;1076;16/10/2022;20:07:59
vegan;Stir Fried Singapore Noodles with Garlic Ginger Sauce recipes;asian;3517;16607;1847;16/10/2022;20:07:59
vegan;Easy Vegan Soba Noodles with Peanut Sauce Recipe;asian;10027;39287;7017;16/10/2022;20:07:59
vegan;Eat your veggies, risotto!;italian;5783;17285;3919;16/10/2022;20:07:59
vegan;Vegan Coconut Cream Tart with White Peaches and Blueberries;american;3945;28588;10949;16/10/2022;20:08:06
vegan;Tomato-Garlic Focaccia - My Vegan Italian Flatbread;american;2981;32346;241;16/10/2022;20:08:06
vegan;Gluten-Free Low-Fat Vegan Oatmeal Muffins Recipe;american;366;3959;5233;16/10/2022;20:08:06
vegan;Light Yakisoba Noodles;asian;2681;12031;3564;16/10/2022;20:08:06
vegan;Barbecue Slawpy Jacks;american;287;3767;5648;16/10/2022;20:08:06
vegan;Gigante Beans a la Zaytinya;american;2956;9808;4607;16/10/2022;20:08:06
vegan;Vegan Chickpea Chile Soup with Greens and Grains;american;5637;22691;3165;16/10/2022;20:08:06
vegan;Vegan Garden Pesto With Miso and Mixed Herbs Recipe;american;1074;1894;12483;16/10/2022;20:08:06
vegan;Fig Salad inspired by Yotam Ottolenghi;american;2207;15675;4911;16/10/2022;20:08:06
vegan;Seared Maitake Mushrooms recipes;french;136;5703;1970;16/10/2022;20:08:06
vegan;Cheater’s Maple Baked Beans on Toast recipes;american;340;1334;901;16/10/2022;20:08:06
vegan;Chickpea Salad recipes;american;3534;10962;269;16/10/2022;20:08:06
vegan;The Vegan Divas Cookbook: Smoky Tomato-Bean Soup;american;703;18793;3262;16/10/2022;20:08:06
vegan;Mexican Fried Eggplant Sandwich (Vegan Tortas and Pambazos) Recipe;american;6137;31697;27404;16/10/2022;20:08:06
vegan;Summer tomato lazy bruschetta;italian;3703;18061;4477;16/10/2022;20:08:06
vegan;"""Refried"" Black Beans and Walnut Meat Tacos (Vegan)";american;13318;33291;12784;16/10/2022;20:08:06
vegan;Vegan Roasted Vegetable Quinoa Bowl with Creamy Green Sauce;american;5614;17034;8183;16/10/2022;20:08:06
vegan;Herb and Cheese Drop Biscuits recipes;british;363;20592;9425;16/10/2022;20:08:06
vegan;Vegan Eggnog (Dairy Free, Egg Free, Gluten Free);american;9105;15531;21585;16/10/2022;20:08:13
vegan;Butternut Squash Salad With Farro And Pepitas recipes;italian;6775;22964;12465;16/10/2022;20:08:13
vegan;Vegan raw corn, avocado and black bean salad;american;4472;19548;3404;16/10/2022;20:08:13
vegan;Vegan Chocolate Layer Cake With Creamy Chocolate Filling;american;8281;9426;26243;16/10/2022;20:08:13
vegan;Seared Maitake Mushrooms;french;1334;554;19691;16/10/2022;20:08:13
vegan;Chive Vegan Cheese Spread and Veggie Crackers recipes;american;13865;21434;30254;16/10/2022;20:08:13
vegan;Zucchini Gratin;french;4889;13358;10822;16/10/2022;20:08:13
vegan;Salmon Burgers with Tartar Sauce;nordic;17289;10941;19128;16/10/2022;20:08:13
vegan;Vegan Huevos Rancheros Are 10/10 Would Make Again;american;9369;28436;6649;16/10/2022;20:08:13
vegan;Whole Wheat Eggless Garlic Bread Rolls;american;9506;50082;6536;16/10/2022;20:08:13
vegan;French Apple Tart (Tarte Fine aux Pommes) [vegan];american;576;15465;4227;16/10/2022;20:08:13
vegan;Toasted Coconut Chocolate Cream Pie;american;9657;27656;23417;16/10/2022;20:08:13
vegan;Vegan Pesto Spaghetti Squash with Mushrooms & Sun-Dried Tomatoes;american;3043;1101;812;16/10/2022;20:08:13
vegan;Pasta e fagioli;italian;1000;32759;4654;16/10/2022;20:08:13
vegan;The Whole Wheat;american;8052;39526;10203;16/10/2022;20:08:13
vegan;Eggplant, Mushroom & Pesto Pizza recipes;italian;6643;30921;11302;16/10/2022;20:08:20
vegan;Rotini Tomato Pasta with 3 Minute Vegan Parmesan Cheese recipes;american;2877;268;3672;16/10/2022;20:08:20
vegan;Portobello Sliders with Pepita Pesto;american;672;21129;11676;16/10/2022;20:08:20
vegan;Savory Vegan Chickpea Crêpes with Spring Vegetable Ragout;american;4723;16233;3112;16/10/2022;20:08:20
vegan;Slow-Cooker Vegan Butternut Squash Soup with Apple;american;494;22593;11278;16/10/2022;20:08:20
vegan;Vegan: Japanese Simmered Daikon with Bok Choy and Edamame Recipe;world;2213;7504;66;16/10/2022;20:08:20
vegan;Grilled Broccoli And Bread Salad With Pickled Shallots;american;4275;26375;1308;16/10/2022;20:08:20
vegan;Green Bean Casserole (The Vegan, Gluten Free Sequel);american;3746;21174;14784;16/10/2022;20:08:20
vegan;Vegan Crispy Stir-Fried Tofu With Broccoli Recipe;asian;6723;2043;28272;16/10/2022;20:08:20
vegan;Vegan Stuffed Squash with Brown Rice and Mushrooms recipes;american;7059;56475;7883;16/10/2022;20:08:20
vegan;Quinoa chilli with avocado & coriander;south american;6363;19977;6216;16/10/2022;20:08:20
vegan;Aloo Gobi;indian;2633;17683;1293;16/10/2022;20:08:20
vegan;Apple-Cranberry Cobbler;american;8821;7725;7584;16/10/2022;20:08:20
vegan;From the Pantry: Vegan Pear, Cranberry and Pecan Muffins;american;3157;44444;16263;16/10/2022;20:08:20
vegan;Springtime Strawberry Lime Mango Crisp (Vegan + GF) recipes;american;489;30082;14218;16/10/2022;20:08:20
vegan;Gluten-Free Tuesday: Vegan Apple Doughnuts Recipe;american;2904;71215;21064;16/10/2022;20:08:26
vegan;The Most Delicious Vegan Pad Kee Mao Recipe;american;8642;4978;38606;16/10/2022;20:08:26
vegan;Vegan Seared Pepper Tacos With Pintos And Avocado Crema;american;2568;15811;10365;16/10/2022;20:08:26
vegan;Charred aubergines with white beans & salsa verde;mexican;10096;33754;18626;16/10/2022;20:08:26
vegan;Yogurt Pancakes with Clementine Raspberry Compote;american;2662;22804;5443;16/10/2022;20:08:26
vegan;Curried Carrot Ginger Soup;indian;2743;17559;12169;16/10/2022;20:08:26
vegan;Tomato Bisque with Cashew Cream;mediterranean;6364;15649;1703;16/10/2022;20:08:26
vegan;Apple, Pear, And Sage Pie With Maple Walnut Crunch And Salted Honey Yogurt;american;772;67323;19471;16/10/2022;20:08:26
vegan;Crunchy Summer Salad with Creamy Vegan Avocado Dressing;american;6541;26837;9767;16/10/2022;20:08:26
vegan;RAW VEGAN TIRAMISU with VANILLA CREAM & COFFEE LADYFINGERS recipes;american;10251;57868;26397;16/10/2022;20:08:26
vegan;Oatmeal, Fig, and Walnut Bars;american;7343;105984;22388;16/10/2022;20:08:26
vegan;Chickpea Miso Gravy Bowl with Sweet and Tangy Portobello Mushrooms recipes;japanese;3273;19192;3961;16/10/2022;20:08:26
vegan;Oatmeal, Fig, And Walnut Bars;american;5406;91676;21949;16/10/2022;20:08:26
vegan;Vegan Spinach and Hominy Enchiladas With Spicy Cashew Cream Recipe;american;9594;4605;12071;16/10/2022;20:08:26
vegan;Crabless Cakes with Hearts of Palm & Corn recipes;american;3441;15222;4318;16/10/2022;20:08:26
vegan;Braised Red Cabbage (Rotkraut) - (Vegan, Gluten Free, Low Fat);american;196;9174;3984;16/10/2022;20:08:26
vegan;High Protein Quinoa Almond Berry Salad (Vegan & GF) recipes;american;3967;22091;4597;16/10/2022;20:08:33
vegan;Nut Meat Tacos with Pickled Red Onions;american;4371;16556;9156;16/10/2022;20:08:33
vegan;Zucchini Noodles with Roasted Tomato Sauce (Gluten-Free, Vegan);american;2279;8869;3957;16/10/2022;20:08:33
vegan;End Of Summer Peach Apple Cobbler (Gluten-Free & Vegan);american;2599;29333;5632;16/10/2022;20:08:33
vegan;Cranberry, Apricot And Pecan Wild Rice Pilaf (Gf + Vegan);american;3691;26346;7599;16/10/2022;20:08:33
vegan;Fried Eggplant Sandwich With Eggplant Mayo Recipe;mediterranean;6032;32346;33319;16/10/2022;20:08:33
vegan;Overnight Cherry Chia Seed Pudding – Paleo/Gluten Free/Vegan;american;1277;11292;5684;16/10/2022;20:08:33
vegan;Fernanda Capobianco’s Pissaladière with Vegetables and Olives;french;4332;29233;22946;16/10/2022;20:08:33
vegan;Vegan Lentil Shepherd’s Pie With Parsnip And And Potato Mash;american;12318;59198;6646;16/10/2022;20:08:33
vegan;Ruby and Emerald Jeweled Rice;american;7139;63559;838;16/10/2022;20:08:33
vegan;Creamy Penne Pasta Bake With Zucchini;italian;7239;39105;9219;16/10/2022;20:08:33
vegan;Quinoa Greek Salad recipes;mediterranean;4099;14569;8866;16/10/2022;20:08:33
vegan;Pumpkin Polenta Recipe With Tomatillo-Avocado Salsa;south american;2555;21541;9448;16/10/2022;20:08:33
vegan;Gluten-Free Black Bean Burgers;south east asian;16798;55167;2139;16/10/2022;20:08:33
vegan;Creamy Polenta with Tempeh Sausage and Tomatoes;american;14912;25635;1130;16/10/2022;20:08:33
vegan;Pineapple and Shrimp Fried Quinoa recipes;south east asian;8852;22553;989;16/10/2022;20:08:33
vegan;STRAWBERRY + CHOCOLATE CHEESECAKE recipes;american;9062;42623;30342;16/10/2022;20:08:33
vegan;French Toast with Caramelized Bananas (Vegan and Gluten-Free) recipes;american;3081;25281;11654;16/10/2022;20:08:40
vegan;Black Bean And Butternut Squash Burritos;mexican;8091;32243;609;16/10/2022;20:08:40
vegan;Jicama and Pomelo Salad With Spicy Thai Dressing (Vegan) Recipe;south east asian;2097;8367;1959;16/10/2022;20:08:40
vegan;Recipe: Best-Ever Veggie Burger;american;7827;30553;2728;16/10/2022;20:08:40
vegan;Red Lentil Spaghetti With Vegan Cauliflower Rosa Sauce and Arugula;american;6896;37257;2663;16/10/2022;20:08:40
vegan;Dried Olive and Miso Shake (The Best Vegan Parmesan Substitute) Recipe;american;1255;4094;7464;16/10/2022;20:08:40
vegan;Vietnamese-Style Tofu Hero with Asian Slaw;south east asian;4971;6514;9603;16/10/2022;20:08:40
vegan;A Recipe For Long Grain Brown Rice Pilaf (Vegan, Gluten Free);mediterranean;4394;1881;4711;16/10/2022;20:08:40
vegan;Hazelnut Fig Crackers with Sage and Black Pepper;american;1672;35887;45511;16/10/2022;20:08:40
vegan;crunchy quinoa & veggie roaster;american;4761;17248;9406;16/10/2022;20:08:40
vegan;Chocolate Cake with Chocolate-Orange Frosting;american;374;72663;23554;16/10/2022;20:08:40
vegan;Aloo Gobi;indian;2703;18102;3183;16/10/2022;20:08:40
vegan;Vegan Olive Oil Cake (adapted from Maialino's Olive Oil Cake);american;5998;59567;31533;16/10/2022;20:08:40
vegan;Cashew Cheesecake;american;8742;37641;31617;16/10/2022;20:08:40
vegan;Creamy Coconut & Roasted Beet Soup with Pistachios & Greek Yogurt;mediterranean;5336;19474;13946;16/10/2022;20:08:40
vegan;Pasta With Snap Peas, Garlic, Lemon Zest, and Black Pepper (Vegan) Recipe;american;4366;2120;5857;16/10/2022;20:08:40
vegan;Curried Chickpea Sandwich;indian;8173;3106;11826;16/10/2022;20:08:40
vegan;Gluten-Free, Vegan, and Oil-Free Walnut Chip Brownies recipes;american;4832;42534;8189;16/10/2022;20:08:47
vegan;Gluten Free Green Bean Casserole;south east asian;10187;44589;68894;16/10/2022;20:08:47
vegan;Cashew cream fettuccine Alfredo with sauteed spinach and cheese crisps (gluten-free);italian;13451;48689;2590;16/10/2022;20:08:47
vegan;Vegan Peanut, Sweet Potato, and Kale Soup With Coconut Recipe;american;10257;25764;46614;16/10/2022;20:08:47
vegan;Maple-Glazed Sweet Potatoes (Japanese Daigaku Imo Style) w/Vegan option;american;974;18318;8383;16/10/2022;20:08:47
vegan;Sweet Potato and Mushroom Cannelloni with Braised Escarole and Butter Beans (Vegan) Recipe;american;9862;4430;4015;16/10/2022;20:08:47
vegan;A Recipe for Long Grain Brown Rice Pilaf (Vegan, Gluten Free);mediterranean;3185;17116;4135;16/10/2022;20:08:47
vegan;Creamy Zucchini Soup With Scallions And Brazil Nut Chili Oil (Vegan);american;180;4786;11543;16/10/2022;20:08:47
vegan;20 Minute Apple Turnovers;french;1046;19467;3294;16/10/2022;20:08:47
vegan;Fat Tommy’s Three-Bean, Gluten-Free, Vegan Chili Recipe;american;1710;58093;5133;16/10/2022;20:08:47
vegan;Cumin Scented Kale with Onions, Tomatoes and Mushrooms (Vegan and Gluten Free);american;2334;5586;625;16/10/2022;20:08:47
vegan;Grilled Marinated Heart of Palm Tacos With Spicy Cabbage Slaw (vegan) Recipe;american;3749;1991;5873;16/10/2022;20:08:47
vegan;Spicy, Smoky Bean Cakes with Lime Slaw and Charred Avocado Recipe;south american;6635;2494;7101;16/10/2022;20:08:47
vegan;Curried Lentils with Quick-Pickled Veggies;indian;22555;59044;5012;16/10/2022;20:08:47
vegan;Whole-Grain Vegan Carrot Cake Loaf with Lemon Glaze recipes;american;4939;38192;1027;16/10/2022;20:08:47
vegan;Chocolate Cake with Chocolate-Orange Frosting recipes;american;374;72663;23554;16/10/2022;20:08:47
vegan;Hearty Vegan Polenta and Kale Soup With Miso and Toasted Sesame Oil Recipe;japanese;2303;16707;10179;16/10/2022;20:08:47
vegan;Mushroom and Eggplant Veggie Burgers;nordic;11809;38566;1063;16/10/2022;20:08:47
vegan;Blissful Blueberry Banana Spelt Muffins (vegan + refined sugar-free) recipes;american;6399;44542;10456;16/10/2022;20:08:53
vegan;Pesto Knots;american;6714;20394;8754;16/10/2022;20:08:53
vegan;J. Kenji López-Alt's 15-Minute Creamy (Vegan) Tomato Soup;american;275;12928;11619;16/10/2022;20:08:53
